en,tr,description,file,hash
Relay uses WireMail without copying its secrets,"Relay, sırlarını kopyalamadan WireMail'i kullanır",,site/modules/Relay/Relay.module.php,9f282271d9a1bb1bbdaf0fe97b425b56
Relay views,Relay görüşlerinin görüşleri,,site/modules/Relay/Relay.module.php,19b03bd34d883dd67044e451f0c47f6a
Scope,Kapsam,,site/modules/Relay/Relay.module.php,5d113f2038d289f391614c39043629e8
Scope and identities,Kapsam ve kimlikleri,,site/modules/Relay/Relay.module.php,f6d175a2ad3bc8d4c126c6aa3d1f03de
Security boundary,Güvenlik sınırı,,site/modules/Relay/Relay.module.php,ccfb9379aea5c468f7e4cbdcb63a42e1
"Select a date number for its agenda, or drag a pending action to another day.",Gündelik için bir tarih numarası seçin veya başka bir güne kadar bekleyen bir eylem sürükleyin.,,site/modules/Relay/Relay.module.php,ff39b7f4335248b0f13610903a1d755e
Selected provider,Seçilmiş sağlayıcı,,site/modules/Relay/Relay.module.php,294f9cfd19e5d6500b0c9cb102a3b4c0
Send concise operational alerts to configured chats through TeleWire without sharing page content or notes.,Sayfa içeriği veya notları paylaşmadan TeleWire aracılığıyla sohbetleri yapılandıracak operasyonel uyarıları gönderin.,,site/modules/Relay/Relay.module.php,ce28ebaa0958d33c9457e9ff88bdb850
Send concise Relay lifecycle alerts to configured administrator chats through TeleWire.,"Relay yaşam döngüsü, yönetici sohbetlerini TeleWire aracılığıyla yapılandıracak uyarıları gönderin.",,site/modules/Relay/Relay.module.php,e8fef1bba9abc855a3cf27c9247cc6ec
Sender,Sender,,site/modules/Relay/Relay.module.php,8aace3ec18d83874d22850b7eee93c7d
Sender email,Sender email,,site/modules/Relay/Relay.module.php,31df4171f2ebec0b6f84d0cc0b91722a
Sender name,Sender name,,site/modules/Relay/Relay.module.php,90ed58883831551ef960da4f7cde1240
Send selected Relay lifecycle alerts to configured administrators through the chosen WireMail provider.,"Seçilen Relay yaşam döngüsü, seçilmiş WireMail sağlayıcısı aracılığıyla yapılandırılan yöneticilere uyarılar gönder.",,site/modules/Relay/Relay.module.php,3184695774b7ce8d46240d77e3b7d458
Send selected schedule lifecycle alerts to configured administrators through WireMail.,Seçilen program yaşam döngüsü uyarılarını WireMail aracılığıyla yapılandırın.,,site/modules/Relay/Relay.module.php,1d4736ac334186e59f4b3709a1ec5a5d
Sends only selected Relay events through the chosen WireMail provider.,Sadece seçilmiş Relay olayları seçilmiş WireMail sağlayıcısı aracılığıyla seçilir.,,site/modules/Relay/Relay.module.php,b1b747dea5f2b3e4764a5e0f7dbff71c
Server boundary,Server sınır,,site/modules/Relay/Relay.module.php,4356fb4a1555a50268cf85c65d1ea0ec
"Session writes require the Relay CSRF token. Bearer requests inherit the assigned actor permissions, are rate-limited, stay header-only, and receive no CORS opt-in.","Oturum yazar Relay CSRF token. Bearer, atan aktör iznini devralır, sadece üst üste kalır ve CORS opt-in almaz.",,site/modules/Relay/Relay.module.php,933f5263de2bc390e24db941cef497f2
Settings sections,Ayarlar,,site/modules/Relay/Relay.module.php,b52d9089601abe3bbeeac633f861452f
Shared fields,Ortak alanlar,,site/modules/Relay/Relay.module.php,5c3a0d6a114881631d89967e1c21ab1b
Shown once; Relay stores only its SHA-256 hash.,Bir kez gösterin; Relay sadece SHA-256 hash.,,site/modules/Relay/Relay.module.php,d966820b08bf17d8b76a0d7e71477a42
Shows Template and Order controls in the calendar. Disable it to keep the filter bar focused on actions and statuses only.,Takvimde Şablon ve sipariş kontrolleri göster. Filtre çubuğunu sadece eylemler ve statülere odaklanmayı sağlamak için kullanılabilir.,,site/modules/Relay/Relay.module.php,9b279845771dcc102a125174f026f6a4
Show upcoming actions in the page tree,Sayfadaki önümüzdeki eylemleri göster,,site/modules/Relay/Relay.module.php,9b07c108973c9d089250e5f081b9bd33
Site default,Site varsayılan varsayılan,,site/modules/Relay/Relay.module.php,1da71dc1ead54d8aaf7c8692a1f32f84
Squad,Squad,,site/modules/Relay/Relay.module.php,5c7d6a353fd951a31ea16999f68e4000
Squad assistance,Squad yardım yardım,,site/modules/Relay/Relay.module.php,aa303e704380c37cb628597efafac7c6
Squad could not prepare a planning proposal. Check the active provider and model.,Squad bir planlama önerisi hazırlayamaz. Aktif sağlayıcı ve modeli kontrol edin.,,site/modules/Relay/Relay.module.php,1e5fde775b3f5abaa33ab93e1fa844ad
Squad default,Squad varsayılan,,site/modules/Relay/Relay.module.php,379df8c2ecca7f514c9cf71e7f215a34
Squad integration,Squad entegrasyonu,,site/modules/Relay/Relay.module.php,4a5aa6e91723703b9aba5bebb36a2b34
Squad is preparing a draft…,Squad bir taslak hazırlıyor ...,,site/modules/Relay/Relay.module.php,dbc9a475d4dc30ebce9e2ddca9a80e74
Squad planning assistance is not ready. Check Relay and Squad settings.,Squad planlama yardımı hazır değildir. Check Relay ve Squad ayarları.,,site/modules/Relay/Relay.module.php,128015bacf398a0ecd43821dfa17e9e7
Squad planning instructions,Squad talimatları planlama talimatları,,site/modules/Relay/Relay.module.php,62af3c6cbbf24210b93a87e66bb99322
Squad prepared a draft. Review it before scheduling.,"Squad, bir taslak hazırladı. Bunu planlamadan önce gözden geçirin.",,site/modules/Relay/Relay.module.php,4b308a2648f48f1f7cd2804f68f6c17a
Squad proposal,Squad önerisi,,site/modules/Relay/Relay.module.php,eb01d96b0694bb51e9568e730594237b
Squad provider %s is available for staff-requested planning proposals.,Squad sağlayıcısı %s personel tarafından talep edilen planlama önerileri için mevcuttur.,,site/modules/Relay/Relay.module.php,8919d8320580135a8c15a3b24f445fdf
Squad provider and model,Squad sağlayıcısı ve model,,site/modules/Relay/Relay.module.php,4f25e2685a2049f4af30cad48a44a488
"Squad receives only the configured page fields after an editor clicks Suggest with Squad. Its response fills editable draft fields; it never creates a job, changes a page, or publishes content.","Squad sadece bir editör tıklaması önerisinden sonra yapılandırılan sayfa alanları Squad ile alır; asla bir iş yaratmaz, bir sayfayı değiştirir veya içerik yayınlar.",,site/modules/Relay/Relay.module.php,156c58483cdd610da0e391bf689e2680
Squad request timeout,Squad istek süresini talep ediyor,,site/modules/Relay/Relay.module.php,95f4e4ed4ee2023064debfde651b150c
Squad returned an invalid planning proposal.,"Squad, geçersiz bir planlama önerisini geri aldı.",,site/modules/Relay/Relay.module.php,e13be6ab7b91e3dd243fd6e0350cadbe
Squad returned an invalid publication-window end.,"Squad, geçersiz bir yayın-window sonunda geri döndü.",,site/modules/Relay/Relay.module.php,1fa12c42fb5d940b4b4e2bd48f1810e3
Squad returned an invalid publication time.,"Squad, geçersiz bir yayın süresine geri döndü.",,site/modules/Relay/Relay.module.php,11450c816307ff3927e519de70bdcc45
Squad returned a publication window whose end is not after its start.,"Squad, başlangıçtan sonra olmayan bir yayın penceresine geri döndü.",,site/modules/Relay/Relay.module.php,a1fde4c31f6f82d305dd8da461e7859b
Squad returned invalid JSON.,"Squad, JSON'i devre dışı bıraktı.",,site/modules/Relay/Relay.module.php,3adc431d9a2e2a3c05d5c4277371f773
Stale worker lease (minutes),Stale işçi kiralama ( dakikalar),,site/modules/Relay/Relay.module.php,6ea94094dde312460ff1802f0b3a606b
Status,Durum durumu,,site/modules/Relay/Relay.module.php,ec53a8c4f07baed5d8825072c89799be
Status totals.,Durum toplamları.,,site/modules/Relay/Relay.module.php,b91b08b793e3d113e560274a9bae7e47
Stored in ProcessWire module configuration. Never commit this value to source control.,ProcessWire modülü konfigürasyonunda mağazaya. Bu değeri kaynak kontrolü için asla taahhüt etmez.,,site/modules/Relay/Relay.module.php,d49465138a8719cfe49fe22d2b9b2bbe
Suggest with Squad,Squad ile Öneri,,site/modules/Relay/Relay.module.php,49a05dfada822101eace8367d7a0f35a
Sunday,Pazar Pazar Pazar Pazar Pazar Pazar Pazar Pazar Pazar Pazar Pazar Pazar Pazar Pazar Pazar Pazar Pazar Pazar Pazar Pazar Pazar Pazar Pazar Pazar Pazar Pazar Pazar Pazar Pazar Pazar Pazar Pazar Pazar Pazar Pazar Pazar Pazar Pazar Pazar Pazar Pazar Pazar Pazar Pazar Pazar Pazar Pazar Pazar Pazar Pazar Pazar Pazar Pazar Pazar Pazar Pazar Pazar Pazar Pazar Pazar Pazar Pazar Pazar Pazar Pazar Pazar Pazar Pazar Pazar Pazar Pazar Pazar Pazar Pazar Pazar Pazar Pazar Pazar Pazar Pazar Pazar Pazar Pazar Pazar Pazar Pazar Pazar Pazar Pazar Pazar Pazar Pazar Pazar Pazar Pazar Pazar Pazar Pazar Pazar Pazar Pazar Pazar Pazar Pazar Pazar Pazar Pazar Pazar Pazar Pazar Pazar Pazar Pazar Pazar Pazar Pazar Pazar Pazar Pazar Pazar Pazar Pazar Pazar Pazar Pazar Pazar Pazar Pazar Pazar Pazar Pazar Pazar Pazar Pazar Pazar Pazar Pazar Pazar Pazar Pazar Pazar Pazar Pazar Pazar Pazar Pazar Pazar Pazar Pazar Pazar Pazar Pazar Pazar Pazar Pazar Pazar Pazar Pazar Pazar Pazar Pazar Pazar Pazar Pazar Pazar Pazar Pazar Pazar Pazar Pazar Pazar Pazar Pazar Pazar Pazar Pazar Pazar Pazar Pazar Pazar Pazar Pazar Pazar Pazar Pazar Pazar Pazar Pazar Pazar Pazar Pazar Pazar Pazar Pazar Pazar Pazar Pazar Pazar Pazar Pazar Pazar Pazar Pazar Pazar Pazar Pazar Pazar Pazar Pazar Pazar Pazar Pazar Pazar Pazar Pazar Pazar Pazar Pazar Pazar Pazar Pazar Pazar Pazar Pazar Pazar Pazar Pazar Pazar Pazar Pazar Pazar Pazar Pazar Pazar Pazar Pazar Pazar Pazar Pazar Pazar Pazar Pazar Pazar Pazar Pazar Pazar Pazar Pazar Pazar Pazar Pazar Pazar Pazar Pazar Pazar Pazar,,site/modules/Relay/Relay.module.php,9d1a0949c39e66a0cd65240bc0ac9177
Sunday first,Pazar ilk Pazar Pazar Pazar Pazar Pazar,,site/modules/Relay/Relay.module.php,41cdf74bf9ebafbd753cb060c3fc8904
Superseded,Süperseded,,site/modules/Relay/Relay.module.php,f5a5364cf9b9f4f0517ad12aa15e62f5
System and admin templates are excluded from the choices.,Sistem ve yönetim şablonları seçimlerden dışlanır.,,site/modules/Relay/Relay.module.php,edea33aa1473a69423b4fa9b319c1ef6
System crontab,Sistem crontab,,site/modules/Relay/Relay.module.php,ed3e1432479765f2f7680b891f8cee13
Telegram,Telegram,,site/modules/Relay/Relay.module.php,c915683f3ec888b8edcc7b06bd1428ec
Telegram administrator chat IDs,Telegram yönetici sohbet IDs,,site/modules/Relay/Relay.module.php,c5aaf43e47f0525c523f1658214ce647
Telegram bot token,Telegram bot token,,site/modules/Relay/Relay.module.php,2a50bfce0518bfdbd83d423bc8215859
Telegram delivery,Telegram teslimat,,site/modules/Relay/Relay.module.php,6db01305cec63ac02d94c0df7781088b
Telegram delivery timeout,Telegram teslimat süresi,,site/modules/Relay/Relay.module.php,6e21b9d7bd3cbf93cf1f8de1751903c6
Telegram notifications,Telegram bildirimleri,,site/modules/Relay/Relay.module.php,0f026cfdc57a9d3e0221adf5a6a6e62a
Telegram payload,Telegram maaş yükü,,site/modules/Relay/Relay.module.php,44fb59600a0cb3e319734febe4797d84
"Telegram receives only the publication event, job ID, action, page title, scheduled time, workflow status, and an authenticated admin link. Notes, page content, credentials, and unpublished field values are excluded.","Telegram sadece yayın olayı, iş kimliği, eylem, sayfa adı, planlanan zaman, iş durumu ve gerçekleştirilmiş bir yönetici bağlantı. Notlar, sayfa içeriği, kimlikler ve yayınlanmamış alan değerleri dışlanır.",,site/modules/Relay/Relay.module.php,4ce25769237eb0aaf05c81c21934ac4e
"Telegram receives the event, job ID, action, page title, scheduled time, status, and authenticated admin link. Internal notes, credentials, unpublished fields, and page content are excluded.","Telegram olayı, iş kimliği, eylem, sayfa başlığı, planlanan zaman, statü ve gerçekleştirilmiş yönetici bağlantı. İç notlar, kimlikler, yayınlanmamış alanlardan ve sayfa içeriği dışlanmaktadır.",,site/modules/Relay/Relay.module.php,eb799b76f4380517b3a65f03f9409f50
TeleWire integration,TeleWire entegrasyonu,,site/modules/Relay/Relay.module.php,ebe56336ad6b1f8dc0fc8ca3f47d5482
Template,Şablon,,site/modules/Relay/Relay.module.php,278c491bdd8a53618c149c4ac790da34
"Template, then time","Şablon, sonra zaman zaman zaman",,site/modules/Relay/Relay.module.php,57cfda444a642bc1df7a3c485e60f3a8
That editorial identity is not available.,Bu editör kimliği mevcut değildir.,,site/modules/Relay/Relay.module.php,56007d46cd54d89379e66c438ba8b50e
The cron PHP binary must use an absolute path.,cron PHP ikilisi mutlak bir yol kullanmalıdır.,,site/modules/Relay/Relay.module.php,611816ea91c6b3a42c9eb237b041db4d
The demo action changed before it could be updated. Reload and try again.,Demo eylemi güncellenebilseydi önce değişti. Reload ve tekrar deneyin.,,site/modules/Relay/Relay.module.php,bf24741245dc72bf5a7511b1026dd68f
The editorial identity cannot publish this page.,Editör kimliği bu sayfayı yayınlayamaz.,,site/modules/Relay/Relay.module.php,c4f94b0d8597f9b86084a0167c25b824
The editorial identity cannot unpublish this page.,Editör kimliği bu sayfayı yayınlamaz.,,site/modules/Relay/Relay.module.php,6046e7956d4a1da5b28412f97d566803
The editor remains responsible for every change,Editör her değişiklikten sorumlu kalır,,site/modules/Relay/Relay.module.php,89592dc559483ffee0485fbbc2b81c8f
The first view editors see when opening the global publishing schedule.,İlk görüş editörleri küresel yayın programını açtığında görüyorlar.,,site/modules/Relay/Relay.module.php,301de59d31a321c59aee9934dfb655d9
"The local CLI accepts no remote API credentials. Relay, reschedule, cancel, and run commands require --execute. The production cron worker remains a separate command.","Yerel CLI uzaktan API bildirimini kabul etmez. Relay, reschedule, iptal edin ve komutlar --execute'yi gerektirir. Üretim cron işçisi ayrı bir komuta kalır.",,site/modules/Relay/Relay.module.php,5e9cd48e7b02c1e4ec15b46e0b0554e6
The page will become publicly visible at the selected date and time.,Sayfa seçilmiş tarihte ve zamanında halka açık olarak görünür hale gelecektir.,,site/modules/Relay/Relay.module.php,5ef702851db7ec75248c031237cb0356
The page will be published at the start time and automatically unpublished at the end time.,Sayfa başlangıçta yayınlanacak ve sonunda otomatik olarak yayınlanmayacak.,,site/modules/Relay/Relay.module.php,0025461727a3f38f67b286d0d3cbf6eb
The page will be removed from public view at the selected date and time.,"Sayfa, seçilen tarihte ve zamanında kamu görüşlerinden kaldırılacaktır.",,site/modules/Relay/Relay.module.php,324263f15f143e97061db73fa27af279
The schedule changed before it could be updated. Reload and try again.,Program güncellendikten önce değişti. Reload ve tekrar deneyin.,,site/modules/Relay/Relay.module.php,ed5b65fc8e47df872e8361a969a5260b
The unpublish time must be after the publish time.,Yayın süresi yayın zamanından sonra olmalıdır.,,site/modules/Relay/Relay.module.php,b256f48698bcbd56a67cc2fe103f574e
This view is limited to the first 500 actions. Narrow the date range or filter by page.,Bu görüş ilk 500 eylemle sınırlıdır. Tarih aralığı veya filtre sayfa tarafından ödünç alın.,,site/modules/Relay/Relay.module.php,6617095af8e90baef9ed214af694badb
Three-day calendar,Üç günlük takvim,,site/modules/Relay/Relay.module.php,216ec29317538ae9831370e3ac588212
Timeline,Zaman Çizelgesi,,site/modules/Relay/Relay.module.php,3d1f92a565d3b1a61880236e33c49bf3
Timeout,Zamanout,,site/modules/Relay/Relay.module.php,c85a251cc457840f1e032f1b733e9398
Timing boundary,Timing Limit,,site/modules/Relay/Relay.module.php,2f7693a70392d8d205fcfc8fb33917e0
Timing guarantee,Timing garantisi,,site/modules/Relay/Relay.module.php,59e5f69a5cae791d501c40d3f447c221
Today,Bugün Bugün Bugün Bugün Bugün Bugün Bugün Bugün Bugün Bugün Bugün Bugün Bugün Bugün Bugün Bugün Bugün Bugün Bugün Bugün Bugün Bugün Bugün Bugün Bugün Bugün Bugün Bugün Bugün Bugün Bugün Bugün Bugün Bugün Bugün Bugün Bugün Bugün Bugün Bugün Bugün Bugün Bugün Bugün Bugün Bugün Bugün Bugün Bugün Bugün Bugün Bugün Bugün Bugün Bugün Bugün Bugün Bugün Bugün Bugün Bugün Bugün Bugün Bugün Bugün Bugün Bugün Bugün Bugün Bugün Bugün Bugün Bugün Bugün Bugün Bugün Bugün Bugün Bugün Bugün Bugün Bugün Bugün Bugün Bugün Bugün Bugün Bugün Bugün Bugün Bugün Bugün Bugün Bugün Bugün Bugün Bugün Bugün Bugün Bugün Bugün Bugün Bugün Bugün Bugün Bugün Bugün Bugün Bugün Bugün Bugün Bugün Bugün Bugün Bugün Bugün Bugün Bugün Bugün Bugün Bugün Bugün Bugün Bugün Bugün Bugün Bugün Bugün Bugün Bugün Bugün Bugün Bugün Bugün Bugün Bugün Bugün Bugün Bugün Bugün Bugün Bugün Bugün Bugün Bugün Bugün Bugün Bugün Bugün Bugün Bugün Bugün Bugün Bugün Bugün Bugün Bugün Bugün Bugün Bugün Bugün Bugün Bugün Bugün Bugün Bugün Bugün Bugün Bugün Bugün Bugün Bugün Bugün Bugün Bugün Bugün Bugün Bugün Bugün Bugün Bugün Bugün Bugün Bugün Bugün Bugün Bugün Bugün Bugün Bugün Bugün Bugün Bugün Bugün Bugün Bugün Bugün Bugün Bugün Bugün Bugün Bugün Bugün Bugün Bugün Bugün Bugün Bugün Bugün Bugün Bugün Bugün Bugün Bugün Bugün Bugün Bugün Bugün Bugün Bugün Bugün Bugün Bugün Bugün Bugün Bugün Bugün Bugün Bugün Bugün Bugün Bugün Bugün Bugün Bugün Bugün Bugün Bugün Bugün Bugün Bugün Bugün Bugün Bugün Bugün Bugün Bugün Bugün Bugün Bugün Bugün Bugün Bugün Bugün Bugün Bugün,,site/modules/Relay/Relay.module.php,1dd1c5fb7f25cd41b291d43a89e3aefd
Token,Hediye Hediye Hediye Hediye,,site/modules/Relay/Relay.module.php,459a6f79ad9b13cbcb5f692d2cc7a94d
Token actor,Hediye aktör,,site/modules/Relay/Relay.module.php,e9cd3513139fa56b9cacb7a1a9df2115
Token credential,Hediye credential,,site/modules/Relay/Relay.module.php,2a17031b5c7436758ae73f8b99428e7f
Traffic-dependent; not exact,Trafik bağımlısı; kesin değil,,site/modules/Relay/Relay.module.php,160bba82791037658b083547ea220f2c
Traffic-driven fallback,Trafik temelli düşüş,,site/modules/Relay/Relay.module.php,40f7b4c59b308653c5fd3a66375ec73f
unavailable,Yok kullanılamaz kullanılamaz kullanılamaz kullanılamaz kullanılamaz kullanılamaz,,site/modules/Relay/Relay.module.php,7060e0481896e00b3f7d20f1e8e2749a
Unavailable,Un available,,site/modules/Relay/Relay.module.php,453e6aa38d87b28ccae545967c53004f
Undo,Undo,,site/modules/Relay/Relay.module.php,1cdc076b28f70afac5fcedadf99fa119
Unknown template,Bilinmeyen şablon,,site/modules/Relay/Relay.module.php,caeb7ef6eeac742432695cbfbe74b306
Unknown version,Bilinmeyen sürüm,,site/modules/Relay/Relay.module.php,387e333b81cffff0a5c1dda54022d2d8
Unpublish,Yayımlanmamış,,site/modules/Relay/Relay.module.php,181e9a13059454fb2212f1bf10f394ac
Unpublish date and time,Yayımlanmamış tarih ve zaman,,site/modules/Relay/Relay.module.php,5f50bf511f799a6e5e8df774ce09d774
Unpublished,Yayımlanmamış,,site/modules/Relay/Relay.module.php,0774e163cd7df482edd2abd498189f8b
Unpublish page — remove from public view,Yayımlanmamış sayfa - kamu görüşünden kaldırıldı,,site/modules/Relay/Relay.module.php,3d7ed8258d1fa9431daa7e7c9c0f07a5
Unsupported crontab interval.,Desteklenen crontab aralığı.,,site/modules/Relay/Relay.module.php,cbe0436307964bf4adb5ac60f11c4459
Unsupported worker settings action.,Desteklenen işçi ayarları eylemi.,,site/modules/Relay/Relay.module.php,5d2e322c8ba533b20f361984a7774144
Update schedule,Update schedule schedule,,site/modules/Relay/Relay.module.php,7db2303554a3114e1319ce0e5c6682f1
URL,URL URL URL URL URL URL,,site/modules/Relay/Relay.module.php,e6b391a8d2c4d45902a23a8b6585703d
Used to generate the crontab line in Interfaces. One minute is recommended for publication timing.,Interfaces'te crontab hattı oluşturmak için kullanılır. Bir dakika yayın zamanlaması için önerilir.,,site/modules/Relay/Relay.module.php,38d50dc182610ff7d7437a4f7f651418
Used when the page composer opens. Enter a 24-hour time such as 09:00.,Sayfa besteci açıldığında kullanılır. 09:00 gibi 24 saat zaman girin.,,site/modules/Relay/Relay.module.php,d85f4acf0f24b317cf32ddbe9e3ace21
Use request-triggered processing only when a system cron is unavailable; publication timing is not exact.,İstek destekli işleme yalnızca bir sistem cron kullanılamadığında kullanılır; yayın zamanlaması kesin değildir.,,site/modules/Relay/Relay.module.php,8ed4620a0c5c6d82423ae90a510a4dbd
Use Squad default,Squad varsayılan,,site/modules/Relay/Relay.module.php,ed6b70adfc15258a993bfdc380f6202d
Uses TeleWire with Relay-owned credentials. Delivery failures never block scheduling or worker execution.,TeleWire ile Relay'in sahip olduğu kimlikleri ile kullanın. Teslimat başarısızlıkları asla planlama veya işçi yürütmesini engellemez.,,site/modules/Relay/Relay.module.php,1a679bbcdd3dbca5ed2bcdf8db9773e1
Verify path,Yolun Verilmesi,,site/modules/Relay/Relay.module.php,ea0622132e10c30a3825ac1290dce969
Version,Version Version Version Version Version Version Version Version Version Version Version Version Version Version Version Version Version Version Version Version Version Version Version Version Version Version Version Version Version Version Version Version Version Version Version Version Version Version Version Version Version Version Version Version Version Version Version Version Version Version Version Version Version Version Version Version Version Version Version Version Version Version Version Version Version Version Version Version Version Version Version Version Version Version Version Version Version Version Version Version Version Version Version Version Version Version Version Version Version Version Version Version Version Version Version Version Version Version Version Version Version Version Version Version Version Version Version Version Version Version Version Version Version Version Version Version Version Version Version Version Version Version Version Version Version Version Version Version Version Version Version Version Version Version Version Version Version Version Version Version Version Version Version Version Version Version Version Version Version Version Version Version Version Version Version Version Version Version Version Version Version Version Version Version Version Version Version Version Version Version Version Version Version Version Version Version Version Version Version Version Version Version Version Version Version Version Version Version Version Version Version Version Version Version Version Version Version Version Version Version Version Version Version Version Version Version Version Version Version Version Version Version Version Version Version Version Version Version Version Version Version Version Version Version Version Version Version Version Version Version Version Version Version Version Version Version Version Version Version Version Version Version Version Version Version Version Version Version Version Version Version Version Version Version Version Version,,site/modules/Relay/Relay.module.php,34b6cd75171affba6957e308dcbd92be
Versioned JSON API,Sürümlenmiş JSON API,,site/modules/Relay/Relay.module.php,9f45df513d8330f482b9136d9280b933
View details,View details,,site/modules/Relay/Relay.module.php,6e9783376d951cfd780e9fdb67a0f02c
View guide,View guide,,site/modules/Relay/Relay.module.php,bd88923f0c9ed90337d46b307d2db0c0
View publication,View published,,site/modules/Relay/Relay.module.php,4bd261e9317cac5c142ecff3b338f70b
Week,Hafta Hafta Hafta Hafta Hafta Hafta Hafta Hafta Hafta Hafta Hafta Hafta,,site/modules/Relay/Relay.module.php,d2ce009594dcc60befa6a4e6cbeb71fc
Week calendar,Hafta takvim,,site/modules/Relay/Relay.module.php,73b400870ae42805d484abfe1ab22672
When,Ne zaman zaman zaman zaman zaman zaman zaman zaman zaman zaman zaman zaman zaman zaman zaman zaman zaman zaman zaman zaman zaman zaman zaman zaman zaman zaman zaman zaman zaman zaman zaman zaman zaman zaman zaman zaman zaman zaman zaman zaman zaman zaman zaman zaman zaman zaman zaman zaman zaman zaman zaman zaman zaman zaman zaman zaman zaman zaman zaman zaman zaman zaman zaman zaman zaman zaman zaman zaman zaman zaman zaman zaman zaman zaman zaman zaman zaman zaman zaman ne zaman zaman zaman zaman zaman zaman zaman zaman zaman zaman zaman zaman zaman zaman zaman zaman zaman zaman zaman zaman zaman zaman zaman zaman zaman zaman zaman zaman zaman zaman zaman zaman zaman zaman zaman zaman zaman zaman zaman zaman zaman zaman zaman zaman zaman zaman zaman zaman zaman zaman zaman zaman zaman zaman zaman zaman zaman zaman zaman zaman zaman zaman zaman zaman zaman zaman zaman zaman zaman zaman zaman zaman zaman zaman zaman zaman zaman zaman zaman zaman zaman zaman zaman zaman zaman zaman zaman zaman zaman zaman zaman zaman zaman zaman zaman zaman zaman zaman zaman zaman zaman zaman zaman zaman zaman zaman zaman zaman zaman zaman zaman zaman zaman zaman zaman zaman zaman zaman zaman zaman zaman zaman zaman zaman zaman zaman zaman zaman zaman zaman zaman zaman zaman zaman zaman zaman zaman zaman zaman zaman zaman zaman zaman zaman zaman zaman zaman zaman zaman zaman zaman zaman zaman zaman zaman zaman zaman zaman zaman zaman zaman zaman zaman zaman zaman zaman zaman zaman zaman zaman zaman zaman zaman zaman zaman,,site/modules/Relay/Relay.module.php,4e97aeeaa8b15ca1180fcd1f3ac478d1
WireMail provider,WireMail sağlayıcı,,site/modules/Relay/Relay.module.php,ba8eadbaf0afa17524d7e45cbd03e28e
Worker,Worker,,site/modules/Relay/Relay.module.php,62efb9ec331e364b96efe68c8b03ca20
Worker and resilience,İşer ve dayanıklılık,,site/modules/Relay/Relay.module.php,fdb167a27270e0f8813dfbd99798d796
Worker is processing jobs,Worker iş iş iş iş işlemedir,,site/modules/Relay/Relay.module.php,ff9e3ff8b90a1b3df939bf14c6e5ac2e
Worker script,Worker script,,site/modules/Relay/Relay.module.php,6a1f4c4267380d303284e243d78ca3b1
Workflow board,İş Akışı Gemisi,,site/modules/Relay/Relay.module.php,44ea1fd1cf8d30c84c82517187e32b61
You cannot choose another editorial identity.,Başka bir editör kimliğini seçemezsiniz.,,site/modules/Relay/Relay.module.php,c9ead31d055944e5901624db6159dcd6
You cannot schedule this page.,Bu sayfayı programlayamazsın.,,site/modules/Relay/Relay.module.php,736325c3318166ea2cc0b8029d69fd77
You do not have permission to manage schedules.,Programları yönetmek için izniniz yok.,,site/modules/Relay/Relay.module.php,3aa7945fd4b4ec5c8aa613a5bb1c634d
You do not have permission to run scheduled jobs.,Planlanan işleri çalıştırma izniniz yok.,,site/modules/Relay/Relay.module.php,eeb96a29f3ee6505dbbc06b23bf6c016
"%d job imported.","%d job imported.",,site/modules/Relay/Relay.module.php,99df9023a345e7c121c7c8c6d9a6cdb9
"%d jobs imported.","%d jobs imported.",,site/modules/Relay/Relay.module.php,5e40cb82680881b314be113df12789cf
"Apply the reviewed import","Apply the reviewed import",,site/modules/Relay/Relay.module.php,d92d3d6c6c97a5d1278cc0f439f74ca6
"Choose a Relay JSON file or paste its contents.","Choose a Relay JSON file or paste its contents.",,site/modules/Relay/Relay.module.php,072e531156d35668bab2182f44bdd30c
"Confirm the reviewed import before applying it.","Confirm the reviewed import before applying it.",,site/modules/Relay/Relay.module.php,b0841c56d7ae36d82a81b8dfe541324f
"Create a portable file without credentials, page content, worker locks, or delivery data.","Create a portable file without credentials, page content, worker locks, or delivery data.",,site/modules/Relay/Relay.module.php,a59187c6e59a1f66c8b6032c28013887
"Create real scheduled jobs. Existing pending actions for the same page and action may be superseded.","Create real scheduled jobs. Existing pending actions for the same page and action may be superseded.",,site/modules/Relay/Relay.module.php,a96042f32289532dca3d9c0c899c70a4
"Create session-only imitation jobs. No database rows or page states will change.","Create session-only imitation jobs. No database rows or page states will change.",,site/modules/Relay/Relay.module.php,71d9ead14aed41fbe0cfc23673cbb9c1
"Data boundary","Data boundary",,site/modules/Relay/Relay.module.php,1e3d23d4ce31aa5ec10f04fbfed82e5c
"Download a portable JSON document or preview a reviewed file before creating future scheduled actions.","Download a portable JSON document or preview a reviewed file before creating future scheduled actions.",,site/modules/Relay/Relay.module.php,8899e970266cf311b689826c25c40bf1
Errors,Errors,,site/modules/Relay/Relay.module.php,5ef0c737746fae2ca90e66c39333f8f6
Export,Export,,site/modules/Relay/Relay.module.php,0095a9fa74d1713e43e370a7d7846224
"Export complete history","Export complete history",,site/modules/Relay/Relay.module.php,b2fb0e17a4aef79552efe04a6e29644c
"Export jobs","Export jobs",,site/modules/Relay/Relay.module.php,9dbe7b4a10bb060737f81a9a3a896cb2
