en,fr,description,file,hash
"Real jobs","Real jobs",,site/modules/Relay/Relay.module.php,dc195b5cff0d69be25307e946d76b20c
"Relay Import / Export","Relay Import / Export",,site/modules/Relay/Relay.module.php,258b4848bf113d241cbc0ae3196992ed
"Relay import files are limited to 1 MiB.","Relay import files are limited to 1 MiB.",,site/modules/Relay/Relay.module.php,313c5fe2eadeb9351bf5901ea9b1fdd3
Result,Result,,site/modules/Relay/Relay.module.php,8eea62084ca7e541d918e823422bd82e
"Review the reported problems","Review the reported problems",,site/modules/Relay/Relay.module.php,d19f29de88a277c8320b89afdb85b86c
Rows,Rows,,site/modules/Relay/Relay.module.php,530f488f7a9800411efc6926ab189708
Skipped,Skipped,,site/modules/Relay/Relay.module.php,d9c8f187972e6320a34e9c40b4cba605
"The imported jobs are now visible in the Relay calendar and stored in relay_jobs.","The imported jobs are now visible in the Relay calendar and stored in relay_jobs.",,site/modules/Relay/Relay.module.php,b6e56816598ec43bba0cd7d8feeb163f
"The imported jobs exist only in this session; relay_jobs was not changed.","The imported jobs exist only in this session; relay_jobs was not changed.",,site/modules/Relay/Relay.module.php,8478594c53b24e417cab7818082b8a66
"The import preview expired or the execution mode changed. Preview the file again.","The import preview expired or the execution mode changed. Preview the file again.",,site/modules/Relay/Relay.module.php,3f12825e2cc16fc2bef5b25115f0ef3a
"The portable file contains page paths, dates, editorial identities, and internal notes. Processing history is export-only. Secrets, lock tokens, errors, and page content are never included.","The portable file contains page paths, dates, editorial identities, and internal notes. Processing history is export-only. Secrets, lock tokens, errors, and page content are never included.",,site/modules/Relay/Relay.module.php,001861faf79da3316d1ab758133bc03b
"The uploaded JSON file is empty.","The uploaded JSON file is empty.",,site/modules/Relay/Relay.module.php,d7fc4d9661a5d9678fb744c3b8145e70
"The upload must be a valid JSON file no larger than 1 MiB.","The upload must be a valid JSON file no larger than 1 MiB.",,site/modules/Relay/Relay.module.php,a61694ff49cacee832b069df7e7624aa
Transfer,Transfer,,site/modules/Relay/Relay.module.php,6950810f0d2bba97a6f710c7b965b84e
"Unsupported transfer action.","Unsupported transfer action.",,site/modules/Relay/Relay.module.php,04e666a28a66505ee68e85ba75e588a6
"Upload a Relay JSON file or paste its contents. Preview performs no writes.","Upload a Relay JSON file or paste its contents. Preview performs no writes.",,site/modules/Relay/Relay.module.php,c6f77b8d4dca901f21edb474b29b10a0
Warnings,Warnings,,site/modules/Relay/Relay.module.php,e17fdb615452f440c793b5ddad90dd5e
"Action must be publish or unpublish.","Action must be publish or unpublish.",,site/modules/Relay/Relay.module.php,021e6c0032a196ee19244fe964a54992
"A Relay import can contain at most 500 jobs.","A Relay import can contain at most 500 jobs.",,site/modules/Relay/Relay.module.php,a57978e377a8b69513d72f8eacd5dfff
"Date or timezone is invalid, past, or outside the planning horizon.","Date or timezone is invalid, past, or outside the planning horizon.",,site/modules/Relay/Relay.module.php,b7a1db6f535332d50db4ee5687ca2b96
"Editorial identity was not found; the importing user will be used.","Editorial identity was not found; the importing user will be used.",,site/modules/Relay/Relay.module.php,6b4440f75d52684be232bc2796b83f10
"Export scope must be scheduled or all.","Export scope must be scheduled or all.",,site/modules/Relay/Relay.module.php,3fd8ad697d365cc986d3bff7c55902df
"Job must be a JSON object.","Job must be a JSON object.",,site/modules/Relay/Relay.module.php,007d4d870d75820810562b481cda510a
"Only scheduled jobs can be imported.","Only scheduled jobs can be imported.",,site/modules/Relay/Relay.module.php,2a717a4dbcc1f8424bd3463e5a8a1a6b
"Page is missing, outside the allowed templates, or not editable.","Page is missing, outside the allowed templates, or not editable.",,site/modules/Relay/Relay.module.php,f1563262a6076eaad5d3c9c78afc97ad
"Relay import and export access denied.","Relay import and export access denied.",,site/modules/Relay/Relay.module.php,7ad3caf22c2cad8546e0dfba59de7ce7
"Resolve every import error before applying the file.","Resolve every import error before applying the file.",,site/modules/Relay/Relay.module.php,a7f2db5031b0e320f5995192440efa50
"The file is not a supported Relay jobs export.","The file is not a supported Relay jobs export.",,site/modules/Relay/Relay.module.php,684f5fc3cc078c7dadeb6a078f3b902e
"The file repeats the same page and action.","The file repeats the same page and action.",,site/modules/Relay/Relay.module.php,56171623d2f03e2fb91ad3b6a6fb75f6
"The import file is not valid JSON.","The import file is not valid JSON.",,site/modules/Relay/Relay.module.php,33b9217caa3b3d4d49059456287750c8
"The page or editorial identity cannot perform this action.","The page or editorial identity cannot perform this action.",,site/modules/Relay/Relay.module.php,7b9acfb38d6c6f4b6d356e6412b54f09
"The Relay jobs list is missing.","The Relay jobs list is missing.",,site/modules/Relay/Relay.module.php,7bf3ceb4403422597213761f7f9f16e5
"+{count} more","+{count} more",,site/modules/Relay/Relay.module.php,ee3a220a25f825b902611b941f4c15d1
"+%d more","+%d more",,site/modules/Relay/Relay.module.php,29a572c2a49d00d40c4aafb6a1af35e4
"Choose file","Choose file",,site/modules/Relay/Relay.module.php,cbe55e77ffa67d13322eb1ce7d22f1ba
"No file selected","No file selected",,site/modules/Relay/Relay.module.php,f787618e514c038851726224d7e4421e
"Enable Relay logging","Enable Relay logging",,site/modules/Relay/Relay.module.php,533bc56d23c3e93cdd179b96ab03f13a
"Writes audit, integration, and performance events to ProcessWire logs and keeps the generated crontab worker output file.","Writes audit, integration, and performance events to ProcessWire logs and keeps the generated crontab worker output file.",,site/modules/Relay/Relay.module.php,4aefeb4b9802db4809449d8a36bdd846
"Disable this only when another observability system captures Relay activity. Existing log files are not deleted.","Disable this only when another observability system captures Relay activity. Existing log files are not deleted.",,site/modules/Relay/Relay.module.php,2109f3a4862a495139f428c1a0fa70c2
"Relay logging is disabled. Generated worker output will be discarded.","Relay logging is disabled. Generated worker output will be discarded.",,site/modules/Relay/Relay.module.php,da4554f39cb33bb55e32853b27a8828f
"Add one preset per line in the form Label|HH:MM. Relay ignores invalid and duplicate times.","Add one preset per line in the form Label|HH:MM. Relay ignores invalid and duplicate times.",,site/modules/Relay/Relay.module.php,96e58763589530293ae0c2da8675d4a3
"Presets change only the time and keep the date already selected by the editor. Leave empty to hide them.","Presets change only the time and keep the date already selected by the editor. Leave empty to hide them.",,site/modules/Relay/Relay.module.php,38919c8a8d31aa520c89319d7fae7dd9
"Set time to %s","Set time to %s",,site/modules/Relay/Relay.module.php,e5af3eb0740f1cb104b20af4011f2e6f
"Scheduling rules","Scheduling rules",,site/modules/Relay/Relay.module.php,8ae221bca544e684cbfba6e254b6d302
Rules,Rules,,site/modules/Relay/Relay.module.php,1f4da964f8eab62e96e8cfe406e44364
"Template scheduling rules","Template scheduling rules",,site/modules/Relay/Relay.module.php,860137b4703925b360e60d7fc70c0c71
"Define recurring editorial slots once, then let matching page templates start with the next suitable date and action.","Define recurring editorial slots once, then let matching page templates start with the next suitable date and action.",,site/modules/Relay/Relay.module.php,fa6bf7ec51e9bda167a3c8787c3dc42e
Templates,Templates,,site/modules/Relay/Relay.module.php,7df96b18c230f90ada0a9e2307226338
"Editorial boundary","Editorial boundary",,site/modules/Relay/Relay.module.php,18d987483da6378c508d113dcd27d0a8
"Rules propose the next slot; editors still create the job","Rules propose the next slot; editors still create the job",,site/modules/Relay/Relay.module.php,04c7df306105619a0b7486ef4084d877
"A matching rule fills the page planner with an editable action, date, time, window, and note. It never publishes a page or creates repeated jobs automatically.","A matching rule fills the page planner with an editable action, date, time, window, and note. It never publishes a page or creates repeated jobs automatically.",,site/modules/Relay/Relay.module.php,78e060b4c21a8cbf7fbc4cd7ad603b76
"Scheduling rule deleted.","Scheduling rule deleted.",,site/modules/Relay/Relay.module.php,21425017f0cce16b44369de0f09375a4
"Unsupported scheduling rule action.","Unsupported scheduling rule action.",,site/modules/Relay/Relay.module.php,b3372e7678f04c07f40a9273c009f7f8
"Rule name and page template are required.","Rule name and page template are required.",,site/modules/Relay/Relay.module.php,00d766e19b4bf219afb06711095e6413
"Choose an available page template.","Choose an available page template.",,site/modules/Relay/Relay.module.php,161623c829c1ca5bc07ade3537d90a03
"Relay supports up to 50 scheduling rules.","Relay supports up to 50 scheduling rules.",,site/modules/Relay/Relay.module.php,d642efc4627330efd4887f627a2fb36f
"Scheduling rule updated.","Scheduling rule updated.",,site/modules/Relay/Relay.module.php,75cd6e00a5c0cf6a250f8a16a17f9299
"Scheduling rule created.","Scheduling rule created.",,site/modules/Relay/Relay.module.php,fc46e7cc1080043445e66fabeb692bf6
"Custom schedule","Custom schedule",,site/modules/Relay/Relay.module.php,b2575a80ba7e221059a294ef3fee3b6e
"Scheduling rule","Scheduling rule",,site/modules/Relay/Relay.module.php,524eb74f4ae6dfa7ccacc499ca368894
"Automatically matched to template %s","Automatically matched to template %s",,site/modules/Relay/Relay.module.php,fe8d1b8d76e476062b5d46d5ae437305
day,day,,site/modules/Relay/Relay.module.php,628b7db04235f228d40adc671413a8c8
week,week,,site/modules/Relay/Relay.module.php,172a8327fcd3685ab3c0f740d031da09
month,month,,site/modules/Relay/Relay.module.php,7436f942d5ea836cb84f1bb2527d8286
year,year,,site/modules/Relay/Relay.module.php,84cdc76cabf41bd7c961f6ab12f117d8
"Every %1$d %2$s at %3$s","Every %1$d %2$s at %3$s",,site/modules/Relay/Relay.module.php,fa5b4b03600b524ff4c847bcbf607f49
Mon,Mon,,site/modules/Relay/Relay.module.php,fd29458ae58ac32a2d8734ed90ad51ec
Tue,Tue,,site/modules/Relay/Relay.module.php,2ddecde85408faf230652444db78cb72
Wed,Wed,,site/modules/Relay/Relay.module.php,510c292b1686eb070d9e90a575f74106
Thu,Thu,,site/modules/Relay/Relay.module.php,ed5e8353dfc585f4c6b3a55d1a9fc01d
Fri,Fri,,site/modules/Relay/Relay.module.php,ac616f844b9a5ea5a827bf7fb99b1ad5
Sat,Sat,,site/modules/Relay/Relay.module.php,13c7d2d737f81f7bf89aed9fbcd0ad55
Sun,Sun,,site/modules/Relay/Relay.module.php,ef6572e4cd58bb39a3f4e82fc64fe9f0
"Rule library","Rule library",,site/modules/Relay/Relay.module.php,1764d3e08320cd01a30297263498f17a
"Recurring editorial slots","Recurring editorial slots",,site/modules/Relay/Relay.module.php,7e5fe4774a8ef413fa1c269b5fd3ae3d
"Rules are matched by page template and ordered by their next available occurrence.","Rules are matched by page template and ordered by their next available occurrence.",,site/modules/Relay/Relay.module.php,877d710df5ae427e34bbff9e3563bd9c
"New rule","New rule",,site/modules/Relay/Relay.module.php,39567c78b6d13fd92f369db9977a97fb
"No scheduling rules yet","No scheduling rules yet",,site/modules/Relay/Relay.module.php,fdcf10d5e8ed307a2fe25859a421d209
"Create a rule to give one page template a reliable next publication slot.","Create a rule to give one page template a reliable next publication slot.",,site/modules/Relay/Relay.module.php,76a313dbc6fe82167c0f517336e4f904
Paused,Paused,,site/modules/Relay/Relay.module.php,e99180abf47a8b3a856e0bcb2656990a
"Next slot","Next slot",,site/modules/Relay/Relay.module.php,6f979d33177a6b8239eb47d44c42a00f
"No future slot","No future slot",,site/modules/Relay/Relay.module.php,2630c2ef96f94a56f923edc149248463
"Delete this scheduling rule?","Delete this scheduling rule?",,site/modules/Relay/Relay.module.php,2fc15909352c70fdf7f11b62fe7b2be6
Delete,Delete,,site/modules/Relay/Relay.module.php,f2a6c498fb90ee345d997f888fce3b18
"Choose template","Choose template",,site/modules/Relay/Relay.module.php,52a868afead26bf5092fb277c07a25e7
"Edit rule","Edit rule",,site/modules/Relay/Relay.module.php,2f47901af231c2bfae1e437fe5f43397
"Create scheduling rule","Create scheduling rule",,site/modules/Relay/Relay.module.php,2b8343238d23edbdde23ab05801a33db
"Choose the template, slot cadence, default action, and when the rule should stop offering dates.","Choose the template, slot cadence, default action, and when the rule should stop offering dates.",,site/modules/Relay/Relay.module.php,10dc12728edd33a2b5a0cca08ab723db
"Rule name","Rule name",,site/modules/Relay/Relay.module.php,a4257b70dd090b12a16890a8df21a097
"Page template","Page template",,site/modules/Relay/Relay.module.php,3ef41dd629e48b66e03d80ec31d6dbe6
"Default action","Default action",,site/modules/Relay/Relay.module.php,97958f6549e2103b384d135fa5c9b7e6
"Publication window","Publication window",,site/modules/Relay/Relay.module.php,314f5debfa27ae88d61a427282221e9e
"Starts on","Starts on",,site/modules/Relay/Relay.module.php,b26018154712daf8cb06967bcc03395a
"Slot time","Slot time",,site/modules/Relay/Relay.module.php,cd9a7d9cc6cc3c1c40efdd16bb3a28ef
"Repeats every","Repeats every",,site/modules/Relay/Relay.module.php,1eedcd9e6f76a006ca6a27389b638375
Day,Day,,site/modules/Relay/Relay.module.php,03727ac48595a24daed975559c944a44
Year,Year,,site/modules/Relay/Relay.module.php,537c66b24ef5c83b7382cdc3f34885f2
"Repeat on","Repeat on",,site/modules/Relay/Relay.module.php,db439ba7bc091c4b9ecefdcf502d9de8
Ends,Ends,,site/modules/Relay/Relay.module.php,da22a1837931d6562e6f8491055bcd14
"On date","On date",,site/modules/Relay/Relay.module.php,4f3ea7ccd964ef365f7102d2d4ce85bf
"After occurrences","After occurrences",,site/modules/Relay/Relay.module.php,ff3212eb9994fbe409a2be3e2392a7b5
"End date","End date",,site/modules/Relay/Relay.module.php,b7de7e4247d4ab279ef031b7a44c201d
Occurrences,Occurrences,,site/modules/Relay/Relay.module.php,e52e6aa1a43a0187e44f048f658db5f9
"Window duration (hours)","Window duration (hours)",,site/modules/Relay/Relay.module.php,b127a5cb615aafee4bea40ab809846e0
"Default internal note","Default internal note",,site/modules/Relay/Relay.module.php,d6e9e0df93a9ae398fc374b88761af88
"Rule enabled","Rule enabled",,site/modules/Relay/Relay.module.php,9acb703046d26c3a2fc13e1742821f6a
"Matching page templates receive this rule in the publication planner.","Matching page templates receive this rule in the publication planner.",,site/modules/Relay/Relay.module.php,8438a9948179cc4890f65d2b2795b641
"Save rule","Save rule",,site/modules/Relay/Relay.module.php,ca017e490bc70576d70074c5d17f92d0
"Create rule","Create rule",,site/modules/Relay/Relay.module.php,ccee2cbec967e636d931fe9909b28d4e
"%d day","%d day",,site/modules/Relay/Relay.module.php,fdb916cf48513ee9884330392f49349b
"%d days","%d days",,site/modules/Relay/Relay.module.php,cdca48ec5dde79b84b395c0c557bb290
"Anyone with the subscription URL can read its events","Anyone with the subscription URL can read its events",,site/modules/Relay/Relay.module.php,c33801adc47e6f5db49ee75ec66e0989
"Calendar feed","Calendrier · iCalendar",,site/modules/Relay/Relay.module.php,11b4bddfe26514a629a9a7b02a73d02b
"Calendar subscriptions","Calendrier · iCalendar",,site/modules/Relay/Relay.module.php,bffc346ac077c9438f2cecb4b9a87338
"Copy URL","Copy URL",,site/modules/Relay/Relay.module.php,9de711d6eb379d46caa26e86cdafa0e9
"Created / rotated","Created / rotated",,site/modules/Relay/Relay.module.php,174e4ed62e0b3269d9e13d2a76e3b7d5
Credential,Credential,,site/modules/Relay/Relay.module.php,03bc142e6422dbb9b288ad2cabee08c7
"Enable calendar feed","Enable calendar feed",,site/modules/Relay/Relay.module.php,3cd7dec28cd7fc59838a4ba5954880df
Feed,Feed,,site/modules/Relay/Relay.module.php,a80425472d94ae02c836da5b6f205b7b
"Future days","Future days",,site/modules/Relay/Relay.module.php,7f80e12001fc7412f69a08100aba0682
"Future range","Future range",,site/modules/Relay/Relay.module.php,6dc13c307100a5d27100df8ba323dc8d
"Generate a secret URL before enabling the calendar feed.","Generate a secret URL before enabling the calendar feed.",,site/modules/Relay/Relay.module.php,29beb671e34bd6ad5f8029f0bac18b0d
"Generate secret URL","Generate secret URL",,site/modules/Relay/Relay.module.php,08895a1bc9177d54ef8f7aa3959885cc
"Google and Apple Calendar","Google & Apple Calendrier",,site/modules/Relay/Relay.module.php,4754bab0892390ba9d548c360a1ec1ad
Hidden,Hidden,,site/modules/Relay/Relay.module.php,7acdf85c69cc3c5305456a293524386e
"HTTPS is required before sharing this subscription URL.","HTTPS is required before sharing this subscription URL.",,site/modules/Relay/Relay.module.php,df9966cb3024b20476f29705aa25fdc6
Included,Included,,site/modules/Relay/Relay.module.php,984ceac16fab685fc50b8d8a5eabf7de
"Include page titles","Include page titles",,site/modules/Relay/Relay.module.php,30aad8938f4665c9bdcb6133b59bbe50
"Include public page links","Include public page links",,site/modules/Relay/Relay.module.php,6c5c4a89e59e77000f8d5092e2279f3a
"May reveal titles of unpublished pages to anyone holding the URL.","May reveal titles of unpublished pages to anyone holding the URL.",,site/modules/Relay/Relay.module.php,505fc9043d4c77ba6d5f3c3d844040b8
"New calendar subscription URL","New calendar subscription URL",,site/modules/Relay/Relay.module.php,5c15fa41c7eebfc551badb14a9e64611
"Only links viewable to the public visitor are exported.","Only links viewable to the public visitor are exported.",,site/modules/Relay/Relay.module.php,8ed921338aa3e7c6a224dbe1641f6294
"Open Google Calendar","Open Google Calendar",,site/modules/Relay/Relay.module.php,4e9b909b58679ba978d2bba213c030f7
"Page titles","Page titles",,site/modules/Relay/Relay.module.php,a5e05237783f08f5f0423df1ca29b9fd
"Past days","Past days",,site/modules/Relay/Relay.module.php,89d94ffaa5116bc604041aa68d2fd46e
"Past range","Past range",,site/modules/Relay/Relay.module.php,cb52a3578357615ed8c4a25793458d7f
"Pause or resume access without changing the secret URL.","Pause or resume access without changing the secret URL.",,site/modules/Relay/Relay.module.php,d53b3543d4c0d9ae9d9afe8aaad0bb09
"Public page links","Public page links",,site/modules/Relay/Relay.module.php,2b2d4d59d42cd3ea1829c5116a48d279
"Publish a revocable read-only subscription without granting calendar providers control of Relay or ProcessWire.","Publish a revocable read-only subscription without granting calendar providers control of Relay or ProcessWire.",,site/modules/Relay/Relay.module.php,4157e57e86a68b6e06761f210ed2d5bc
"Publish Relay dates to Google Calendar, Apple Calendar, and other iCalendar clients without granting control of jobs or pages.","Publish Relay dates to Google Calendar, Apple Calendar, and other iCalendar clients without granting control of jobs or pages.",,site/modules/Relay/Relay.module.php,4d923d056ac86529534cebe5e3a9b1a1
"Read-only calendar subscriptions","Calendrier · iCalendar",,site/modules/Relay/Relay.module.php,75a65ffe5eb3d5dc6e2d58931729689c
"Read-only scheduled publication actions from Relay.","Read-only scheduled publication actions from Relay.",,site/modules/Relay/Relay.module.php,2799f12d69329ba9b5511108d576c3e3
"Relay Calendar subscriptions","Relay Calendar subscriptions",,site/modules/Relay/Relay.module.php,0e54c5c26592611f76730d6835b814c9
"Relay publication schedule","Relay publication schedule",,site/modules/Relay/Relay.module.php,a7811d09168471e83a24272d9cce0338
"Relay stores only a SHA-256 hash of the 256-bit token. Keep the URL out of tickets, analytics, public documents, and screenshots; rotate it immediately if exposed. Internal notes, users, errors, page content, and non-public links are never exported.","Relay stores only a SHA-256 hash of the 256-bit token. Keep the URL out of tickets, analytics, public documents, and screenshots; rotate it immediately if exposed. Internal notes, users, errors, page content, and non-public links are never exported.",,site/modules/Relay/Relay.module.php,c3687f2996379f1605ad253f97baa2c3
Required,Required,,site/modules/Relay/Relay.module.php,b651efdb98a5d6bd2b3935d0c3f4a5e2
"Revoke access","Revoke access",,site/modules/Relay/Relay.module.php,e4c27e9d17bd34073a120ad7bba9e8f4
"Rotate secret URL","Rotate secret URL",,site/modules/Relay/Relay.module.php,03db98bbf89829a9045772fba1ff8b20
"Save feed settings","Save feed settings",,site/modules/Relay/Relay.module.php,ffa9683aa35402f84a059c0208cdfbc2
"Secret-link boundary","Secret-link boundary",,site/modules/Relay/Relay.module.php,1e02069ba39a738771590035a877bd4e
Secure,Secure,,site/modules/Relay/Relay.module.php,7a2ccf251ecb20b2b84ce0e3c3f72a29
"SHA-256 hash stored","SHA-256 hash stored",,site/modules/Relay/Relay.module.php,c4e1a2d0be5fe09f917e140bb2d34a76
"Shown once. Add the HTTPS URL to Google Calendar or open the Apple subscription link before leaving this page.","Shown once. Add the HTTPS URL to Google Calendar or open the Apple subscription link before leaving this page.",,site/modules/Relay/Relay.module.php,5704fefc59a7bb23cce6db5de5d662f8
"Subscribe in Apple Calendar","Subscribe in Apple Calendar",,site/modules/Relay/Relay.module.php,f436219c58e0b4558bf97f62fe0d688f
"Subscription access","Subscription access",,site/modules/Relay/Relay.module.php,51d9c1977cf5ecdd13b56a6f5089f5fa
"Subscription feed","Subscription feed",,site/modules/Relay/Relay.module.php,3bfdec8675034d2609c199fc713a73cf
"Unsupported calendar feed action.","Unsupported calendar feed action.",,site/modules/Relay/Relay.module.php,78b8674309b41a942d595de8ac3a90c3
"Use one revocable secret URL for read-only calendar clients. Relay never receives Google or Apple credentials.","Use one revocable secret URL for read-only calendar clients. Relay never receives Google or Apple credentials.",,site/modules/Relay/Relay.module.php,4e85a1678fb755b6e2413b739db02b54
"%d preset","%d preset",,site/modules/Relay/Relay.module.php,97a902674aea87e2ee3b6f38408fa78b
"%d presets","%d presets",,site/modules/Relay/Relay.module.php,4a348fcac91df1ca58f74618186f5973
Apply,Apply,,site/modules/Relay/Relay.module.php,9639e32cab248434a17ab32237cb3b71
"Delete preset","Delete preset",,site/modules/Relay/Relay.module.php,89a090484b7a165093ab2a8927d5bcec
"Delete preset %s","Delete preset %s",,site/modules/Relay/Relay.module.php,5acc386b2dfeb241b994bdfaf5c42b1e
"Delete this quick preset?","Delete this quick preset?",,site/modules/Relay/Relay.module.php,77d3fa8033b52679ff3ad871ed8af1f2
"Give the quick preset a name.","Give the quick preset a name.",,site/modules/Relay/Relay.module.php,1e5d071a5025ab995ffa47630c4061e5
"Quick preset deleted.","Quick preset deleted.",,site/modules/Relay/Relay.module.php,4ad33d9deb0e9c50bcbdd97d719a3990
"Quick presets","Quick presets",,site/modules/Relay/Relay.module.php,fbb3efd0159bf546249e5754b541a44a
"Quick preset saved. A preset with the same name is updated.","Quick preset saved. A preset with the same name is updated.",,site/modules/Relay/Relay.module.php,50be3b0ac692d3750c23caa67f3f9662
"Save the current rule form as your first quick preset.","Save the current rule form as your first quick preset.",,site/modules/Relay/Relay.module.php,a4d842ef315c4b664f997b3a58e1fe4b
"Unsupported quick preset action.","Unsupported quick preset action.",,site/modules/Relay/Relay.module.php,91075084e5229b9bcca7f9ec666e51f2
"Choose a common interval, or enter any custom number and unit in the rule editor.","Choose a common interval, or enter any custom number and unit in the rule editor.",,site/modules/Relay/Relay.module.php,dd6961f98983a28091881daec00b3577
days,days,,site/modules/Relay/Relay.module.php,44fdec47036f482b68b748f9d786801b
"Every %1$d %2$s from %3$s","Every %1$d %2$s from %3$s",,site/modules/Relay/Relay.module.php,3ff98f442b32515e8037549ee4b4e51d
"Every 4 days","Every 4 days",,site/modules/Relay/Relay.module.php,22132f358ac6d0c93d34ae4d6b19bc1a
"Every 15 minutes","Every 15 minutes",,site/modules/Relay/Relay.module.php,cb2531191d62f80599c99e6e62d27b62
"Every 30 minutes","Every 30 minutes",,site/modules/Relay/Relay.module.php,4f6969a7095a445329e6510879d4e23a
"Every 69 minutes","Every 69 minutes",,site/modules/Relay/Relay.module.php,eb50677e21f3ab19ffb2ff57aa6acd73
"Every month","Every month",,site/modules/Relay/Relay.module.php,8ed91b71d01993965915f3b296c20336
"Every week","Every week",,site/modules/Relay/Relay.module.php,64863d871b7d8ecb1eb689ceb3595cb5
minute,minute,,site/modules/Relay/Relay.module.php,0a7d55be9d12a369a6a8da0fb517fba4
minutes,minutes,,site/modules/Relay/Relay.module.php,640fd0cc0ffa0316ae087652871f4486
Minutes,Minutes,,site/modules/Relay/Relay.module.php,f670ea66cfb0e90bd6090472ad692694
months,months,,site/modules/Relay/Relay.module.php,da36cfaf48b9e19896e23e1207040d1e
"Save cadence as preset","Save cadence as preset",,site/modules/Relay/Relay.module.php,774d84fa10bffbba1b5f24fe1e21d0af
"Set recurrence in one click","Set recurrence in one click",,site/modules/Relay/Relay.module.php,c84c558af56aa0100fd62d3fcdb920ea
weeks,weeks,,site/modules/Relay/Relay.module.php,ae60f11ab51860bdb22794a943335a34
years,years,,site/modules/Relay/Relay.module.php,75aeb98e5241592ad6a6c2c4c78a16ef
"Publication times","Time presets",,site/modules/Relay/Relay.module.php,5798acc428b14872ea2560dcc171b307
"Quick publication times","Quick time presets",,site/modules/Relay/Relay.module.php,5db75e05b8b61398235e02849a07d651
"Quick time choices for one-time publication scheduling. Recurrence is configured in Rules.","Create quick time choices for the page editor publication planner. Recurrence is configured in Rules.",,site/modules/Relay/Relay.module.php,2cfe58ac3966b2dee715959f32bc0b6f
